Loyalty Number,Country,Province,City,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
108270,Canada,Alberta,Calgary,Male,Doctor,143008,Single,Star,2501.34,Standard,2018,8,,
108271,Canada,Quebec,Laval,Female,Master,94426,Single,Star,1524.25,Standard,2016,2,,
108272,Canada,British Columbia,Burnaby,Male,College,57450,Married,Nova,1170.56,Standard,2017,4,2017.0,7.0
108273,Canada,Quebec,Laval,Female,College,73332,Married,Aurora,12539.07,Standard,2015,11,,
108274,Canada,Quebec,Laval,Male,Master,96217,Married,Nova,4710.3,Standard,2014,12,,
108275,Canada,Ontario,Ottawa,Female,College,65051,Married,Star,944.51,Standard,2014,12,2017.0,2.0
108276,Canada,Ontario,London,Female,Bachelor,91287,Married,Nova,1558.8,Standard,2014,5,,
108277,Canada,British Columbia,Surrey,Female,Bachelor,73687,Married,Star,1134.05,Standard,2016,8,,
108278,Canada,Ontario,Toronto,Male,Bachelor,76772,Married,Star,3750.14,2018 Promotion,2018,2,,
108279,Canada,Ontario,Toronto,Male,Bachelor,87179,Divorced,Star,787.97,Standard,2017,5,,
108280,Canada,Ontario,Toronto,Female,Bachelor,89687,Married,Nova,24937.14,2018 Promotion,2018,3,2017.0,1.0
108281,Canada,British Columbia,Surrey,Female,High School or Below,39532,Single,Star,1964.87,2018 Promotion,2018,2,,
108282,United Kingdom,,Manchester,Female,Bachelor,93919,Married,Nova,2234.74,Standard,2016,3,,
108283,Canada,Ontario,London,Male,Doctor,158130,Single,Nova,4879.99,Standard,2016,6,,
108284,Canada,British Columbia,Victoria,Female,Master,107465,Married,Aurora,17606.98,Standard,2012,5,,
108285,Canada,British Columbia,Burnaby,Male,High School or Below,41547,Married,Star,855.71,Standard,2015,8,,
108286,Canada,British Columbia,Burnaby,Female,Bachelor,91799,Single,Star,2444.84,2018 Promotion,2018,3,,
108287,Canada,British Columbia,Victoria,Male,High School or Below,44093,Single,Star,3222.36,2018 Promotion,2018,3,,
108288,Canada,Quebec,Montreal,Female,Bachelor,88820,Single,Star,1169.05,Standard,2014,6,,
108289,Canada,Ontario,Hamilton,Female,High School or Below,55821,Married,Star,3727.53,Standard,2014,6,,
108290,Canada,British Columbia,Surrey,Female,Bachelor,88875,Single,Nova,1597.17,Standard,2016,9,,
108291,United States,,Los Angeles,Male,Bachelor,74805,Married,Star,1184.54,Standard,2018,1,,
108292,Canada,British Columbia,Burnaby,Male,Bachelor,64507,Single,Aurora,18881.65,Standard,2014,9,2018.0,8.0
108293,Canada,British Columbia,Surrey,Male,Bachelor,85601,Married,Star,7681.14,Standard,2014,9,,
108294,Canada,Ontario,London,Male,Doctor,146197,Single,Aurora,3926.26,Standard,2014,4,,
108295,Canada,Quebec,Laval,Female,College,50685,Single,Star,626.41,Standard,2016,1,,
108296,Canada,Quebec,Laval,Female,Bachelor,63650,Married,Aurora,6880.73,Standard,2012,6,,
108297,Canada,Manitoba,Brandon,Male,Bachelor,81853,Divorced,Star,2509.8,Standard,2012,8,,
108298,Canada,Ontario,Hamilton,Male,Master,94281,Married,Star,417.12,Standard,2018,9,2017.0,9.0
108299,Canada,Saskatchewan,Saskatoon,Female,College,72540,Married,Nova,15519.09,Standard,2018,9,,
108300,Canada,Ontario,Toronto,Female,Bachelor,74613,Single,Star,590.74,Standard,2014,5,2017.0,8.0
108301,Canada,British Columbia,Vancouver,Male,Bachelor,72167,Married,Aurora,13435.84,Standard,2014,1,,
108302,Canada,British Columbia,Vancouver,Male,Doctor,139741,Married,Star,940.06,2018 Promotion,2018,2,,
108303,Canada,Alberta,Red Deer,Female,College,55719,Married,Nova,7627.9,Standard,2012,7,,
108304,Canada,Quebec,Montreal,Male,Doctor,122250,Single,Nova,4221.12,Standard,2018,2,,
108305,Canada,Quebec,Montreal,Female,Bachelor,90793,Divorced,Aurora,7282.07,Standard,2017,4,,
108306,Canada,Newfoundland and Labrador,St. Johns,Male,Bachelor,91204,Single,Star,1506.3,Standard,2015,1,,
108307,Canada,British Columbia,Burnaby,Male,College,65995,Divorced,Aurora,4771.28,2018 Promotion,2018,2,2017.0,1.0
108308,Canada,Quebec,Quebec City,Female,Bachelor,91322,Married,Star,1339.77,Standard,2015,11,,
108309,Canada,Quebec,Laval,Male,College,75118,Married,Aurora,4546.93,Standard,2013,4,,
108310,Canada,Quebec,Montreal,Male,Doctor,113578,Married,Aurora,2020.53,2018 Promotion,2018,3,,
108311,Canada,Quebec,Quebec City,Female,College,56668,Married,Star,4464.31,Standard,2015,10,,
108312,Canada,Nova Scotia,Halifax,Female,Master,97272,Divorced,Star,3017.25,Standard,2016,5,,
108313,Canada,Alberta,Red Deer,Male,Bachelor,84419,Single,Aurora,5900.29,2018 Promotion,2018,3,,
108314,Canada,Alberta,Lethbridge,Male,College,43061,Married,Star,5684.94,2018 Promotion,2018,3,,
108315,Canada,British Columbia,Surrey,Male,Master,108247,Single,Star,1537.12,Standard,2018,5,,
108316,Canada,Ontario,Toronto,Female,Master,102258,Married,Star,6587.82,Standard,2017,12,2018.0,1.0
108317,Canada,Ontario,Ottawa,Male,High School or Below,49556,Divorced,Nova,3682.25,2018 Promotion,2018,3,2017.0,3.0
108318,Canada,Ontario,Toronto,Male,Doctor,184809,Single,Star,2065.93,Standard,2013,6,,
108319,Canada,Alberta,Edmonton,Female,Bachelor,82999,Married,Star,6532.06,Standard,2017,7,,
108320,Canada,British Columbia,Burnaby,Male,High School or Below,42933,Married,Star,790.57,Standard,2017,3,,
108321,Canada,British Columbia,Burnaby,Female,Bachelor,81915,Married,Nova,6847.22,Standard,2016,1,,
108322,Canada,Ontario,Ottawa,Male,High School or Below,45469,Married,Aurora,3641.22,2018 Promotion,2018,4,,
108323,Canada,Ontario,London,Male,College,60152,Married,Aurora,14125.39,Standard,2014,4,,
108324,Canada,New Brunswick,Fredericton,Female,Bachelor,82345,Divorced,Nova,3175.2,Standard,2012,7,,
108325,Canada,Ontario,Hamilton,Female,Bachelor,88790,Divorced,Star,733.63,Standard,2015,8,,
108326,Canada,Alberta,Calgary,Male,College,67728,Married,Star,2182.22,Standard,2017,12,2017.0,6.0
108327,Canada,Ontario,London,Female,College,59244,Married,Nova,6826.41,Standard,2013,5,,
108328,Canada,Ontario,London,Female,Bachelor,83099,Married,Aurora,6931.08,Standard,2017,6,,
108329,Canada,Ontario,London,Female,Master,116852,Married,Nova,3461.11,2018 Promotion,2018,4,,
108330,Canada,Alberta,Edmonton,Female,High School or Below,50628,Married,Aurora,8671.58,Standard,2016,9,,
108331,Canada,Saskatchewan,Regina,Female,College,68084,Married,Nova,5991.83,Standard,2018,5,,
108332,Canada,Ontario,Toronto,Female,Bachelor,106442,Divorced,Aurora,3565.52,Standard,2017,8,,
108333,Canada,Ontario,London,Male,Doctor,189038,Single,Nova,4747.05,Standard,2017,12,,
108334,Canada,Ontario,Hamilton,Female,Bachelor,115344,Married,Star,562.62,Standard,2016,3,,
108335,Canada,Prince Edward Island,Charlottetown,Female,High School or Below,44683,Married,Star,459.46,Standard,2012,5,,
108336,Canada,British Columbia,Burnaby,Male,College,64708,Single,Nova,2852.41,Standard,2017,8,2018.0,8.0
108337,United States,,Manchester,Female,Bachelor,81078,Married,Star,8548.6,Standard,2018,12,,
108338,Canada,Saskatchewan,Regina,Female,College,57438,Single,Nova,2058.28,Standard,2014,6,,
108339,Canada,Nova Scotia,Dartmouth,Male,College,67769,Divorced,Star,1289.18,Standard,2017,10,2017.0,5.0
108340,Canada,Alberta,Edmonton,Male,College,57342,Married,Star,976.26,Standard,2013,8,2017.0,10.0
108341,Canada,British Columbia,Surrey,Male,Bachelor,92735,Married,Nova,12145.21,Standard,2016,1,,
108342,Canada,Ontario,London,Female,Bachelor,78244,Divorced,Star,2288.37,Standard,2018,10,,
108343,Canada,Ontario,Ottawa,Female,Bachelor,67082,Divorced,Nova,3554.17,Standard,2017,11,,
108344,Canada,Ontario,Mississauga,Male,Master,101808,Divorced,Nova,3765.79,2018 Promotion,2018,4,,
108345,United States,,London,Male,Doctor,155317,Single,Nova,1764.38,Standard,2017,12,,
108346,Canada,Ontario,London,Male,High School or Below,41856,Single,Aurora,3804.93,Standard,2016,7,,
108347,Canada,Saskatchewan,Regina,Female,Bachelor,87122,Married,Star,1858.99,Standard,2013,5,,
108348,Canada,Nova Scotia,Halifax,Female,Bachelor,68850,Married,Aurora,4803.97,Standard,2017,10,,
108349,Canada,Quebec,Gatineau,Female,High School or Below,38771,Single,Star,801.14,2018 Promotion,2018,3,,
108350,Canada,Ontario,Hamilton,Female,Doctor,162433,Single,Aurora,6983.64,Standard,2014,7,,
108351,Canada,Prince Edward Island,Charlottetown,Male,Master,95855,Single,Star,722.68,Standard,2012,12,,
108352,Canada,Ontario,London,Female,College,68248,Married,Aurora,8152.34,Standard,2018,2,,
108353,Canada,British Columbia,Vancouver,Female,Master,99964,Single,Nova,1971.53,Standard,2012,11,,
108354,Canada,Quebec,Gatineau,Female,Bachelor,80248,Married,Nova,2928.81,Standard,2013,7,,
108355,Canada,British Columbia,Surrey,Male,High School or Below,51169,Single,Nova,2453.5,Standard,2018,3,,
108356,Canada,Ontario,Hamilton,Male,College,80308,Married,Star,1918.24,Standard,2015,12,,
108357,Canada,Ontario,Hamilton,Female,College,56614,Divorced,Nova,5290.13,Standard,2014,9,,
108358,Canada,Alberta,Lethbridge,Female,Master,135942,Married,Star,8172.64,Standard,2014,12,,
108359,Canada,British Columbia,Victoria,Male,Master,102295,Married,Star,5232.95,Standard,2015,11,,
108360,Canada,Quebec,Quebec City,Male,High School or Below,44107,Single,Star,1517.25,Standard,2014,2,,
108361,Canada,Saskatchewan,Regina,Female,Bachelor,120000,Married,Star,2877.44,Standard,2014,8,,
108362,Canada,British Columbia,Victoria,Female,High School or Below,44563,Married,Nova,1712.84,Standard,2015,10,,
108363,Canada,Quebec,Gatineau,Male,Master,104857,Divorced,Star,7933.53,Standard,2015,2,,
108364,Canada,Ontario,Ottawa,Female,Master,116443,Divorced,Nova,5340.83,2018 Promotion,2018,4,,
108365,Canada,Ontario,Ottawa,Female,High School or Below,46245,Divorced,Nova,2722.27,Standard,2016,9,,
108366,Canada,British Columbia,Surrey,Female,College,64976,Married,Star,1643.72,Standard,2012,4,,
108367,Canada,Ontario,Mississauga,Male,Bachelor,78942,Married,Nova,1361.64,2018 Promotion,2018,4,,
108368,Canada,Alberta,Calgary,Male,Doctor,138134,Single,Aurora,11603.23,Standard,2016,10,,
108369,Canada,Ontario,Mississauga,Male,Bachelor,84870,Married,Aurora,3805.2,Standard,2016,9,,
108370,Canada,Alberta,Lethbridge,Female,College,55451,Divorced,Star,1189.88,Standard,2017,7,,
108371,Canada,British Columbia,Vancouver,Female,Bachelor,104483,Married,Nova,3497.21,Standard,2018,12,,
108372,Canada,Manitoba,Brandon,Female,College,59705,Single,Star,1603.22,Standard,2012,7,,
108373,Canada,Ontario,Hamilton,Male,Bachelor,91197,Married,Nova,6071.85,Standard,2018,12,,
108374,Canada,Manitoba,Brandon,Male,Bachelor,96083,Married,Star,2404.38,2018 Promotion,2018,2,2017.0,10.0
108375,Canada,Alberta,Red Deer,Female,Bachelor,88977,Single,Star,2064.62,Standard,2014,4,,
108376,Canada,Quebec,Laval,Male,Bachelor,67876,Married,Aurora,4195.67,Standard,2015,9,,
108377,Canada,Alberta,Calgary,Female,College,68678,Married,Star,1705.51,Standard,2014,7,,
108378,Canada,Ontario,Ottawa,Female,Master,110256,Married,Aurora,1682.13,Standard,2013,8,,
108379,Canada,Ontario,Ottawa,Male,Bachelor,85565,Married,Nova,3618.29,Standard,2018,6,2017.0,11.0
108380,Canada,Ontario,Ottawa,Female,Bachelor,71054,Married,Nova,1227.94,Standard,2016,2,,
108381,Canada,British Columbia,Burnaby,Female,Bachelor,90144,Married,Star,11815.22,Standard,2015,9,,
108382,Canada,British Columbia,Vancouver,Male,Master,88503,Married,Star,1413.83,Standard,2017,6,,
108383,Canada,Ontario,Mississauga,Male,College,48519,Single,Star,4183.74,2018 Promotion,2018,2,,
108384,Canada,Ontario,Toronto,Female,Bachelor,83515,Married,Star,1818.66,Standard,2018,8,,
108385,Canada,Alberta,Calgary,Male,High School or Below,47489,Divorced,Nova,1730.56,2018 Promotion,2018,4,,
108386,Canada,British Columbia,Burnaby,Male,High School or Below,40276,Single,Nova,5450.86,Standard,2018,1,,
108387,United Kingdom,,Manchester,Female,Master,98044,Married,Nova,2997.08,Standard,2018,10,2018.0,4.0
108388,Canada,British Columbia,Victoria,Male,Master,122016,Married,Star,672.46,2018 Promotion,2018,4,2018.0,11.0
108389,Canada,Manitoba,Winnipeg,Female,Bachelor,97503,Married,Star,1721.73,Standard,2017,4,,
108390,Canada,Ontario,Hamilton,Male,Bachelor,88489,Married,Star,2432.25,2018 Promotion,2018,4,,
108391,Canada,Ontario,Ottawa,Male,Master,119335,Single,Star,277.37,Standard,2016,2,,
108392,Canada,Ontario,Mississauga,Male,College,67761,Divorced,Star,2735.59,2018 Promotion,2018,4,,
108393,United States,,London,Female,Doctor,118107,Single,Star,2866.16,Standard,2015,1,,
108394,Canada,Ontario,Ottawa,Male,Master,107611,Married,Star,2082.35,Standard,2014,4,,
108395,Canada,Ontario,Toronto,Female,Bachelor,80870,Married,Nova,2573.68,Standard,2018,7,2018.0,7.0
108396,Canada,Ontario,Hamilton,Male,Bachelor,86271,Divorced,Star,2904.93,Standard,2014,6,,
108397,Canada,Saskatchewan,Saskatoon,Female,Master,75724,Married,Aurora,11046.08,Standard,2016,10,,
108398,Canada,Saskatchewan,Saskatoon,Male,Bachelor,84606,Married,Nova,767.48,2018 Promotion,2018,3,,
108399,Canada,British Columbia,Vancouver,Female,Bachelor,91521,Married,Aurora,1924.61,Standard,2017,8,2018.0,11.0
108400,United States,,Los Angeles,Female,Master,95313,Married,Nova,4223.8,Standard,2016,9,,
108401,Canada,British Columbia,Victoria,Female,College,62201,Single,Star,2718.05,Standard,2016,6,,
108402,United States,,Los Angeles,Female,College,71055,Married,Aurora,22586.62,Standard,2017,10,,
108403,Canada,British Columbia,Surrey,Female,Master,82881,Married,Aurora,10234.01,Standard,2015,6,,
108404,Canada,Alberta,Red Deer,Male,High School or Below,42772,Single,Aurora,11138.74,Standard,2018,9,,
108405,Canada,Ontario,Hamilton,Male,High School or Below,44898,Single,Star,1548.87,Standard,2018,12,,
108406,Canada,Quebec,Quebec City,Female,Master,80738,Single,Nova,7656.55,Standard,2017,8,,
108407,Canada,Quebec,Quebec City,Female,Bachelor,87771,Single,Star,957.26,2018 Promotion,2018,3,,
108408,Canada,Quebec,Montreal,Female,Master,92203,Single,Nova,3850.11,Standard,2012,3,,
108409,Canada,Quebec,Montreal,Male,College,45502,Married,Star,1377.87,Standard,2017,11,,
108410,Canada,Quebec,Montreal,Female,College,60629,Married,Aurora,12010.68,Standard,2017,5,,
108411,Canada,Quebec,Laval,Female,Doctor,193837,Single,Star,1468.97,Standard,2014,12,,
108412,United Kingdom,,New York,Male,Bachelor,69355,Single,Nova,816.16,2018 Promotion,2018,4,2018.0,8.0
108413,Canada,Quebec,Quebec City,Male,Bachelor,91622,Married,Star,4917.93,Standard,2018,11,,
108414,Canada,Quebec,Montreal,Male,Master,99550,Married,Aurora,12433.6,Standard,2014,4,,
108415,Canada,Ontario,Hamilton,Male,Bachelor,99066,Divorced,Nova,3961.84,2018 Promotion,2018,3,,
108416,Canada,British Columbia,Victoria,Female,College,59867,Married,Star,1481.62,Standard,2017,8,,
108417,Canada,Ontario,Toronto,Male,Bachelor,62146,Single,Star,2334.36,Standard,2013,10,,
108418,Canada,Ontario,Ottawa,Male,Bachelor,103336,Married,Aurora,4492.2,2018 Promotion,2018,4,,
108419,Canada,British Columbia,Vancouver,Male,College,61531,Married,Star,683.66,Standard,2018,2,,
108420,Canada,Ontario,Toronto,Male,High School or Below,40938,Married,Star,803.08,Standard,2017,12,,
108421,Canada,British Columbia,Surrey,Female,Bachelor,94896,Married,Aurora,6396.3,Standard,2012,11,,
108422,Canada,Manitoba,Brandon,Male,High School or Below,46874,Divorced,Aurora,1761.34,Standard,2015,12,,
108423,Canada,Ontario,Toronto,Male,Bachelor,84579,Single,Nova,24176.87,Standard,2012,7,,
108424,Canada,Ontario,Toronto,Female,College,43526,Single,Nova,22835.88,Standard,2018,1,,
108425,Canada,Ontario,Toronto,Female,College,48386,Single,Aurora,13736.11,Standard,2018,6,,
108426,Canada,Quebec,Gatineau,Female,Master,109831,Married,Aurora,6832.07,2018 Promotion,2018,4,,
108427,Canada,Saskatchewan,Saskatoon,Male,Bachelor,75936,Married,Aurora,13891.24,Standard,2018,9,,
108428,United Kingdom,,Manchester,Male,Master,123509,Single,Nova,5114.9,Standard,2017,6,,
108429,Canada,Quebec,Gatineau,Female,Bachelor,63582,Single,Star,843.76,Standard,2016,6,,
108430,Canada,Quebec,Laval,Female,Bachelor,76110,Married,Nova,7163.96,Standard,2014,10,2018.0,8.0
108431,Canada,Ontario,London,Male,High School or Below,45264,Married,Star,4706.43,Standard,2016,8,,
108432,Canada,Ontario,Ottawa,Male,College,60620,Married,Nova,2864.29,Standard,2013,7,,
108433,Canada,Ontario,Toronto,Female,College,67252,Married,Star,1101.49,Standard,2017,5,,
108434,Canada,Alberta,Red Deer,Female,Bachelor,96765,Single,Star,1082.66,2018 Promotion,2018,3,,
108435,United States,,London,Female,High School or Below,44291,Married,Aurora,9748.38,Standard,2015,1,,
108436,Canada,Ontario,Ottawa,Female,Bachelor,77146,Married,Nova,2278.58,Standard,2012,4,,
108437,Canada,British Columbia,Surrey,Female,College,54928,Married,Nova,9568.23,Standard,2018,11,,
108438,Canada,Quebec,Gatineau,Female,Master,121651,Married,Star,1148.85,2018 Promotion,2018,4,2017.0,6.0
108439,Canada,Ontario,Ottawa,Female,High School or Below,50320,Single,Nova,2297.54,Standard,2013,11,2017.0,7.0
108440,Canada,Quebec,Gatineau,Male,Master,90200,Married,Nova,5496.18,Standard,2017,1,,
108441,Canada,Quebec,Gatineau,Male,Bachelor,81331,Married,Aurora,6674.73,Standard,2017,3,,
108442,Canada,British Columbia,Surrey,Female,Bachelor,82876,Divorced,Nova,3635.98,Standard,2017,5,,
108443,Canada,Quebec,Gatineau,Female,Bachelor,82120,Divorced,Aurora,5768.81,Standard,2018,4,,
108444,Canada,British Columbia,Victoria,Female,Bachelor,93895,Married,Nova,4867.24,Standard,2013,6,,
108445,Canada,Alberta,Edmonton,Male,College,57371,Married,Star,9349.19,Standard,2016,3,,
108446,Canada,Ontario,Ottawa,Female,High School or Below,51877,Married,Star,2191.19,Standard,2012,2,,
108447,Canada,Alberta,Red Deer,Female,Bachelor,71154,Married,Aurora,14867.61,Standard,2014,3,2017.0,2.0
108448,Canada,British Columbia,Surrey,Male,College,57505,Married,Aurora,5380.12,Standard,2018,7,,
108449,Canada,Ontario,Ottawa,Female,College,56708,Single,Star,2811.4,Standard,2015,11,,
108450,Canada,Ontario,Hamilton,Male,Master,102083,Divorced,Aurora,10783.02,2018 Promotion,2018,2,,
108451,Canada,Ontario,London,Male,Bachelor,95138,Single,Nova,1269.79,Standard,2018,11,,
108452,Canada,Saskatchewan,Saskatoon,Male,Doctor,159787,Single,Star,1178.5,Standard,2015,8,,
108453,Canada,Quebec,Montreal,Female,Bachelor,96708,Single,Aurora,7017.16,Standard,2016,3,,
108454,Canada,British Columbia,Burnaby,Male,Master,89277,Single,Nova,4689.97,Standard,2015,5,,
108455,United States,,Manchester,Female,High School or Below,39573,Single,Star,2422.17,Standard,2013,9,,
108456,Canada,Ontario,Mississauga,Male,Bachelor,68738,Single,Star,1375.05,Standard,2016,1,2018.0,4.0
108457,Canada,Alberta,Red Deer,Female,High School or Below,49099,Married,Aurora,3304.56,Standard,2014,9,,
108458,Canada,Saskatchewan,Regina,Female,High School or Below,50263,Married,Star,1904.21,Standard,2013,3,,
108459,United States,,Manchester,Male,Master,99377,Married,Star,1684.74,Standard,2016,12,2018.0,4.0
108460,Canada,Alberta,Calgary,Male,Bachelor,85814,Single,Star,1101.53,Standard,2017,12,,
108461,United States,,Los Angeles,Female,College,56640,Married,Aurora,1082.92,Standard,2014,4,,
108462,Canada,British Columbia,Burnaby,Male,College,53728,Single,Nova,7572.94,Standard,2017,8,,
108463,Canada,Ontario,Mississauga,Female,Bachelor,83143,Married,Aurora,3341.4,Standard,2018,1,,
108464,Canada,Ontario,Ottawa,Male,College,52012,Married,Nova,2825.94,Standard,2017,3,,
108465,United Kingdom,,Los Angeles,Female,Bachelor,56024,Married,Aurora,5375.35,Standard,2018,4,,
108466,Canada,Quebec,Gatineau,Male,Bachelor,87878,Single,Nova,6421.19,Standard,2017,8,,
108467,Canada,Nova Scotia,Dartmouth,Female,Bachelor,71580,Single,Nova,3629.99,Standard,2016,5,,
108468,Canada,Quebec,Laval,Female,Bachelor,80174,Single,Star,2574.16,Standard,2015,5,2017.0,1.0
108469,Canada,British Columbia,Surrey,Female,Bachelor,68066,Married,Star,3570.44,Standard,2016,12,,
108470,Canada,Quebec,Montreal,Female,College,67319,Married,Star,1047.66,Standard,2017,4,2018.0,10.0
108471,Canada,Nova Scotia,Dartmouth,Female,Master,115579,Married,Aurora,5900.71,2018 Promotion,2018,3,,
108472,Canada,British Columbia,Surrey,Female,High School or Below,49809,Married,Star,6266.03,Standard,2018,10,,
108473,Canada,Ontario,Toronto,Female,Doctor,112605,Single,Star,674.92,Standard,2015,11,,
108474,Canada,Quebec,Gatineau,Female,Bachelor,108086,Married,Aurora,2663.79,2018 Promotion,2018,4,,
108475,Canada,Ontario,Toronto,Male,College,62240,Single,Star,594.5,Standard,2018,10,,
108476,Canada,British Columbia,Surrey,Male,Bachelor,87780,Married,Aurora,3803.24,Standard,2018,9,,
108477,Canada,Quebec,Gatineau,Female,Master,82998,Single,Star,1160.53,Standard,2018,12,,
108478,Canada,Quebec,Quebec City,Male,Bachelor,83901,Divorced,Nova,646.64,Standard,2018,5,2018.0,6.0
108479,Canada,Nova Scotia,Halifax,Male,High School or Below,44907,Divorced,Star,2338.44,Standard,2014,9,,
108480,United States,,Manchester,Male,Bachelor,64407,Single,Nova,6415.83,Standard,2018,10,,
108481,Canada,British Columbia,Victoria,Male,High School or Below,40593,Single,Star,2357.3,Standard,2014,7,,
108482,Canada,Ontario,Toronto,Female,College,72980,Single,Nova,2232.85,Standard,2015,8,,
108483,United States,,New York,Female,High School or Below,40260,Married,Star,912.49,Standard,2014,10,,
108484,United States,,London,Female,Bachelor,80498,Married,Nova,1571.65,Standard,2018,2,,
108485,Canada,Quebec,Laval,Female,High School or Below,41074,Married,Star,7408.81,Standard,2018,2,,
108486,Canada,Ontario,Ottawa,Female,Doctor,149998,Married,Star,434.92,Standard,2014,2,,
108487,Canada,Ontario,Hamilton,Male,Master,118010,Divorced,Star,1335.63,Standard,2017,2,,
108488,Canada,Manitoba,Winnipeg,Male,Bachelor,93193,Divorced,Aurora,3804.94,Standard,2014,11,,
108489,Canada,Alberta,Lethbridge,Female,Master,106000,Married,Aurora,6318.78,2018 Promotion,2018,4,,
108490,Canada,Quebec,Quebec City,Female,Bachelor,96664,Married,Star,1033.11,Standard,2013,2,,
108491,Canada,Ontario,Mississauga,Male,Bachelor,71977,Married,Star,346.52,Standard,2018,5,,
108492,Canada,Ontario,Ottawa,Female,Master,101949,Married,Aurora,2953.58,Standard,2018,6,,
108493,Canada,Ontario,Ottawa,Female,Bachelor,78836,Married,Star,4388.04,2018 Promotion,2018,4,,
108494,United States,,Los Angeles,Female,High School or Below,52887,Married,Nova,2254.86,Standard,2014,9,,
108495,Canada,Ontario,London,Male,High School or Below,31577,Married,Nova,4416.97,Standard,2018,9,,
108496,United Kingdom,,New York,Male,Bachelor,63843,Married,Aurora,1994.93,Standard,2016,12,2018.0,3.0
108497,United Kingdom,,Chicago,Male,College,47283,Single,Aurora,5256.34,Standard,2018,4,,
108498,Canada,Ontario,Hamilton,Male,Doctor,137545,Married,Nova,5309.57,2018 Promotion,2018,4,,
108499,Canada,Ontario,Toronto,Male,High School or Below,42978,Married,Star,907.32,Standard,2017,6,2018.0,2.0
108500,Canada,Quebec,Montreal,Female,Bachelor,60777,Divorced,Star,5082.12,Standard,2015,10,,
108501,Canada,Ontario,Mississauga,Male,High School or Below,50010,Married,Star,1757.45,Standard,2014,6,,
108502,Canada,Ontario,London,Female,Bachelor,92912,Married,Nova,4537.84,Standard,2018,5,,
108503,Canada,Alberta,Lethbridge,Male,Bachelor,84173,Single,Nova,4938.63,Standard,2017,12,,
108504,United Kingdom,,Manchester,Male,Bachelor,65710,Married,Nova,7717.36,Standard,2017,2,,
108505,Canada,Ontario,Toronto,Male,Master,144518,Single,Star,562.33,Standard,2017,4,,
108506,Canada,Ontario,London,Female,High School or Below,50532,Divorced,Star,4775.12,2018 Promotion,2018,4,,
108507,Canada,Ontario,Mississauga,Male,Bachelor,96727,Married,Nova,3158.65,Standard,2015,5,,
108508,Canada,Manitoba,Winnipeg,Male,Doctor,120661,Single,Nova,1920.46,2018 Promotion,2018,4,,
108509,Canada,Alberta,Edmonton,Male,College,52161,Single,Star,2476.4,Standard,2017,11,,
108510,Canada,Ontario,London,Male,High School or Below,36951,Divorced,Star,9173.79,Standard,2016,10,,
108511,Canada,British Columbia,Surrey,Female,Master,98467,Single,Aurora,3989.82,Standard,2018,4,2018.0,8.0
108512,Canada,Manitoba,Brandon,Female,Bachelor,77555,Single,Star,905.19,Standard,2014,8,,
108513,Canada,Ontario,Ottawa,Female,Bachelor,79261,Single,Star,2175.02,Standard,2014,9,2017.0,6.0
108514,Canada,Alberta,Red Deer,Female,Master,118976,Married,Aurora,2586.56,Standard,2015,9,,
108515,Canada,Ontario,London,Female,Bachelor,92540,Single,Nova,5567.05,Standard,2016,8,,
108516,Canada,Ontario,Toronto,Male,Bachelor,92423,Single,Nova,1027.01,2018 Promotion,2018,2,,
108517,United States,,New York,Female,Master,123654,Married,Nova,3743.15,Standard,2012,8,,
108518,United States,,Los Angeles,Male,High School or Below,46802,Married,Star,11299.65,Standard,2015,7,,
108519,Canada,Ontario,Hamilton,Male,College,76209,Single,Nova,2182.55,Standard,2016,1,,
108520,Canada,Ontario,Ottawa,Female,Bachelor,83882,Single,Star,4302.78,Standard,2012,10,,
108521,Canada,Manitoba,Winnipeg,Female,High School or Below,48053,Married,Aurora,2081.97,Standard,2017,7,,
108522,Canada,Quebec,Montreal,Male,Doctor,121628,Married,Star,4886.12,Standard,2016,3,2017.0,9.0
108523,Canada,Ontario,Toronto,Female,College,53410,Single,Aurora,3014.23,Standard,2014,12,2018.0,9.0
108524,Canada,British Columbia,Victoria,Female,Doctor,146050,Divorced,Star,1098.49,2018 Promotion,2018,3,,
108525,Canada,Ontario,London,Male,Bachelor,81654,Married,Star,5353.91,Standard,2017,2,,
108526,Canada,Ontario,Toronto,Female,Master,127314,Married,Star,963.38,Standard,2018,5,,
108527,Canada,Ontario,Toronto,Female,Bachelor,69831,Married,Nova,4622.37,Standard,2016,6,,
108528,Canada,Quebec,Gatineau,Male,Master,85929,Single,Nova,4307.18,Standard,2012,4,,
108529,Canada,Alberta,Red Deer,Male,Bachelor,86230,Single,Nova,3798.06,Standard,2015,12,,
108530,Canada,Quebec,Montreal,Female,Doctor,129480,Married,Star,1184.33,2018 Promotion,2018,4,,
108531,Canada,Ontario,Hamilton,Male,Bachelor,82006,Married,Nova,3931.4,Standard,2016,9,,
108532,Canada,Ontario,Ottawa,Female,College,63344,Married,Aurora,6568.68,Standard,2015,8,,
108533,Canada,Manitoba,Winnipeg,Female,Bachelor,87335,Single,Star,628.86,Standard,2017,5,,
108534,Canada,Quebec,Gatineau,Male,College,55736,Married,Star,466.51,Standard,2017,1,,
